log_wage,years_of_schooling,year_of_birth,quarter_of_birth,state_of_birth
5.59664,14.0,30.0,1.0,36.0
6.422404,14.0,30.0,1.0,36.0
5.790019,12.0,30.0,1.0,36.0
5.354861,11.0,30.0,1.0,36.0
6.15089,12.0,30.0,1.0,36.0
6.214808,13.0,30.0,1.0,36.0
5.664895,13.0,30.0,1.0,17.0
6.32398,12.0,30.0,1.0,36.0
6.453171,14.0,30.0,1.0,33.0
6.070249,14.0,30.0,1.0,36.0
5.790019,12.0,30.0,1.0,36.0
5.441835,13.0,30.0,1.0,36.0
5.952494,12.0,30.0,1.0,36.0
6.263636,12.0,30.0,1.0,24.0
6.047781,11.0,30.0,1.0,36.0
3.365304,19.0,30.0,1.0,36.0
6.868635,18.0,30.0,1.0,26.0
6.092223,11.0,30.0,1.0,36.0
7.641924,16.0,30.0,1.0,36.0
5.729413,12.0,30.0,1.0,36.0
6.032537,10.0,30.0,1.0,36.0
5.011302,12.0,30.0,1.0,36.0
5.521845,10.0,30.0,1.0,34.0
6.358042,10.0,30.0,1.0,36.0
6.645516,16.0,30.0,1.0,17.0
6.233845,14.0,30.0,1.0,36.0
6.650073,20.0,30.0,1.0,36.0
4.321646,12.0,30.0,1.0,36.0
6.214858,6.0,30.0,1.0,36.0
6.241362,16.0,30.0,1.0,36.0
5.952494,14.0,30.0,1.0,36.0
6.288895,12.0,30.0,1.0,36.0
3.404525,11.0,30.0,1.0,36.0
6.31149,8.0,30.0,1.0,36.0
6.369802,20.0,30.0,1.0,36.0
6.645516,12.0,30.0,1.0,36.0
6.013574,14.0,30.0,1.0,36.0
5.691204,8.0,30.0,1.0,36.0
5.356677,12.0,30.0,1.0,36.0
6.2148,13.0,30.0,1.0,55.0
6.173994,13.0,30.0,1.0,37.0
5.559572,4.0,30.0,1.0,4.0
5.664895,13.0,30.0,1.0,54.0
6.040493,10.0,30.0,1.0,39.0
5.847161,14.0,30.0,1.0,17.0
7.274,14.0,30.0,1.0,6.0
5.847161,19.0,30.0,1.0,4.0
6.600471,12.0,30.0,1.0,26.0
6.540169,12.0,30.0,1.0,17.0
5.869677,16.0,30.0,1.0,53.0
5.704116,12.0,30.0,1.0,4.0
6.163578,8.0,30.0,1.0,4.0
6.160274,16.0,30.0,1.0,36.0
5.664895,15.0,30.0,1.0,55.0
6.252534,13.0,30.0,1.0,5.0
6.454382,12.0,30.0,1.0,18.0
5.745004,12.0,30.0,1.0,39.0
5.87779,12.0,30.0,1.0,50.0
5.81144,13.0,30.0,1.0,4.0
5.771621,12.0,30.0,1.0,18.0
5.238384,12.0,30.0,1.0,48.0
6.087867,12.0,30.0,1.0,29.0
5.847161,12.0,30.0,1.0,37.0
4.908356,12.0,30.0,1.0,44.0
6.128086,12.0,30.0,1.0,19.0
5.259597,12.0,30.0,1.0,4.0
6.272514,12.0,30.0,1.0,48.0
4.749104,12.0,30.0,1.0,4.0
6.594229,16.0,30.0,1.0,4.0
5.154292,16.0,30.0,1.0,34.0
4.934059,7.0,30.0,1.0,48.0
7.142599,16.0,30.0,1.0,42.0
5.790019,12.0,30.0,1.0,54.0
6.374402,12.0,30.0,1.0,18.0
6.731225,16.0,30.0,1.0,4.0
7.274,8.0,30.0,1.0,29.0
5.962442,12.0,30.0,1.0,42.0
5.937384,15.0,30.0,1.0,31.0
5.188138,12.0,30.0,1.0,17.0
5.441835,12.0,30.0,1.0,36.0
6.252534,13.0,30.0,1.0,36.0
6.065796,12.0,30.0,1.0,39.0
6.425523,16.0,30.0,1.0,26.0
5.664895,12.0,30.0,1.0,39.0
5.637875,13.0,30.0,1.0,42.0
6.389161,12.0,30.0,1.0,36.0
6.047781,16.0,30.0,1.0,42.0
6.288895,8.0,30.0,1.0,34.0
6.594229,13.0,30.0,1.0,55.0
5.664895,12.0,30.0,1.0,18.0
6.092223,12.0,30.0,1.0,19.0
6.081296,12.0,30.0,1.0,36.0
5.952494,12.0,30.0,1.0,19.0
5.847161,10.0,30.0,1.0,54.0
6.134774,14.0,30.0,1.0,40.0
6.045051,8.0,30.0,1.0,4.0
6.580986,14.0,30.0,1.0,39.0
6.306591,12.0,30.0,1.0,51.0
6.357876,18.0,30.0,1.0,36.0
5.847161,11.0,30.0,1.0,20.0
5.765991,11.0,30.0,1.0,26.0
4.874169,10.0,30.0,1.0,36.0
6.868635,20.0,30.0,1.0,36.0
6.047781,14.0,30.0,1.0,39.0
7.274,20.0,30.0,1.0,54.0
6.440977,15.0,30.0,1.0,17.0
4.056789,13.0,30.0,1.0,26.0
6.872232,14.0,30.0,1.0,19.0
6.134774,12.0,30.0,1.0,4.0
6.134774,12.0,30.0,1.0,48.0
5.354861,12.0,30.0,1.0,19.0
5.664895,14.0,30.0,1.0,6.0
6.252534,16.0,30.0,1.0,26.0
6.380546,14.0,30.0,1.0,36.0
5.521845,12.0,30.0,1.0,55.0
5.664895,9.0,30.0,1.0,35.0
5.828663,8.0,30.0,1.0,25.0
6.155389,12.0,30.0,1.0,16.0
6.357876,20.0,30.0,1.0,55.0
6.001272,12.0,30.0,1.0,31.0
6.214858,12.0,30.0,1.0,30.0
6.047781,12.0,30.0,1.0,16.0
4.57166,12.0,30.0,1.0,12.0
6.2148,14.0,30.0,1.0,49.0
5.664895,8.0,30.0,1.0,20.0
6.175587,12.0,30.0,1.0,17.0
6.047781,14.0,30.0,1.0,41.0
4.869072,9.0,30.0,1.0,40.0
4.566949,8.0,30.0,1.0,41.0
5.491002,12.0,30.0,1.0,30.0
5.328569,13.0,30.0,1.0,20.0
5.96046,16.0,30.0,1.0,38.0
6.087002,12.0,30.0,1.0,16.0
5.952494,12.0,30.0,1.0,31.0
6.047781,12.0,30.0,1.0,16.0
5.000164,10.0,30.0,1.0,16.0
5.901214,12.0,30.0,1.0,16.0
5.481056,17.0,30.0,1.0,16.0
6.302372,16.0,30.0,1.0,49.0
5.833742,14.0,30.0,1.0,19.0
5.311426,12.0,30.0,1.0,16.0
6.034054,9.0,30.0,1.0,16.0
6.038651,12.0,30.0,1.0,40.0
5.51996,12.0,30.0,1.0,16.0
5.813269,18.0,30.0,1.0,6.0
5.843823,12.0,30.0,1.0,16.0
5.901214,12.0,30.0,1.0,17.0
5.622942,8.0,30.0,1.0,16.0
5.521845,12.0,30.0,1.0,16.0
6.040493,14.0,30.0,1.0,16.0
4.969162,14.0,30.0,1.0,27.0
6.39066,18.0,30.0,1.0,6.0
6.6943,16.0,30.0,1.0,39.0
7.050939,17.0,30.0,1.0,27.0
7.115473,15.0,30.0,1.0,31.0
5.952494,13.0,30.0,1.0,36.0
5.901214,12.0,30.0,1.0,9.0
6.645516,15.0,30.0,1.0,9.0
5.952494,12.0,30.0,1.0,9.0
7.18866,16.0,30.0,1.0,36.0
5.795882,12.0,30.0,1.0,9.0
6.907948,19.0,30.0,1.0,36.0
7.293418,18.0,30.0,1.0,48.0
7.274,12.0,30.0,1.0,36.0
7.130976,16.0,30.0,1.0,36.0
7.018419,16.0,30.0,1.0,9.0
6.806766,18.0,30.0,1.0,44.0
7.354042,16.0,30.0,1.0,19.0
5.991777,20.0,30.0,1.0,44.0
7.274,20.0,30.0,1.0,55.0
6.259277,20.0,30.0,1.0,9.0
6.763285,16.0,30.0,1.0,9.0
5.631005,10.0,30.0,1.0,34.0
6.422404,17.0,30.0,1.0,17.0
5.220875,9.0,30.0,1.0,9.0
5.952494,10.0,30.0,1.0,9.0
6.113725,12.0,30.0,1.0,9.0
5.7632,10.0,30.0,1.0,9.0
5.805193,7.0,30.0,1.0,42.0
5.664895,12.0,30.0,1.0,9.0
6.357876,12.0,30.0,1.0,25.0
5.98081,13.0,30.0,1.0,29.0
4.64799,12.0,30.0,1.0,9.0
4.903136,16.0,30.0,1.0,36.0
6.907912,13.0,30.0,1.0,25.0
5.664895,12.0,30.0,1.0,4.0
6.001272,11.0,30.0,1.0,9.0
5.595926,14.0,30.0,1.0,25.0
6.065126,7.0,30.0,1.0,9.0
5.847161,14.0,30.0,1.0,9.0
6.288895,18.0,30.0,1.0,9.0
5.036578,0.0,30.0,1.0,9.0
6.357876,16.0,30.0,1.0,39.0
5.818998,12.0,30.0,1.0,9.0
6.232712,10.0,30.0,1.0,9.0
6.353199,12.0,30.0,1.0,9.0
6.289609,16.0,30.0,1.0,9.0
6.763285,16.0,30.0,1.0,9.0
6.320948,16.0,30.0,1.0,9.0
5.259597,9.0,30.0,1.0,42.0
6.645516,17.0,30.0,1.0,25.0
5.949991,18.0,30.0,1.0,9.0
6.181966,13.0,30.0,1.0,42.0
6.743991,16.0,30.0,1.0,50.0
5.559572,11.0,30.0,1.0,44.0
5.595926,12.0,30.0,1.0,9.0
6.05359,12.0,30.0,1.0,50.0
6.047781,12.0,30.0,1.0,25.0
5.847161,10.0,30.0,1.0,9.0
5.994105,12.0,30.0,1.0,24.0
5.668803,3.0,30.0,1.0,25.0
6.175587,12.0,30.0,1.0,9.0
6.657937,17.0,30.0,1.0,25.0
6.2148,11.0,30.0,1.0,25.0
5.952494,12.0,30.0,1.0,42.0
5.668803,12.0,30.0,1.0,9.0
5.521845,17.0,30.0,1.0,42.0
7.050939,20.0,30.0,1.0,44.0
5.953992,11.0,30.0,1.0,9.0
5.441835,12.0,30.0,1.0,9.0
5.90174,16.0,30.0,1.0,9.0
5.339639,10.0,30.0,1.0,9.0
6.107205,12.0,30.0,1.0,9.0
6.237235,15.0,30.0,1.0,9.0
5.664895,10.0,30.0,1.0,9.0
5.952494,12.0,30.0,1.0,9.0
6.907851,16.0,30.0,1.0,39.0
6.645516,18.0,30.0,1.0,42.0
5.729413,16.0,30.0,1.0,9.0
6.134774,12.0,30.0,1.0,9.0
6.005398,18.0,30.0,1.0,9.0
5.488222,17.0,30.0,1.0,9.0
6.422404,14.0,30.0,1.0,42.0
5.97425,12.0,30.0,1.0,9.0
5.534073,9.0,30.0,1.0,9.0
6.2148,12.0,30.0,1.0,9.0
6.175587,12.0,30.0,1.0,9.0
6.291754,8.0,30.0,1.0,9.0
5.744938,12.0,30.0,1.0,9.0
5.831488,12.0,30.0,1.0,36.0
5.631005,14.0,30.0,1.0,9.0
6.092223,14.0,30.0,1.0,25.0
5.809816,13.0,30.0,1.0,25.0
5.96046,12.0,30.0,1.0,25.0
6.357876,14.0,30.0,1.0,33.0
5.847161,12.0,30.0,1.0,36.0
5.847161,10.0,30.0,1.0,9.0
5.200938,12.0,30.0,1.0,25.0
6.827817,16.0,30.0,1.0,44.0
6.357876,12.0,30.0,1.0,9.0
5.664895,12.0,30.0,1.0,9.0
6.001272,12.0,30.0,1.0,9.0
5.193512,12.0,30.0,1.0,9.0
3.296549,12.0,30.0,1.0,23.0
5.768633,12.0,30.0,1.0,9.0
5.521845,6.0,30.0,1.0,6.0
6.194201,10.0,30.0,1.0,9.0
6.551437,8.0,30.0,1.0,42.0
6.214886,10.0,30.0,1.0,42.0
5.952494,12.0,30.0,1.0,9.0
6.644265,14.0,30.0,1.0,9.0
6.003045,17.0,30.0,1.0,36.0
6.594229,12.0,30.0,1.0,17.0
6.155389,12.0,30.0,1.0,9.0
6.175587,20.0,30.0,1.0,25.0
5.441835,12.0,30.0,1.0,23.0
5.441835,12.0,30.0,1.0,9.0
5.952494,12.0,30.0,1.0,34.0
5.441835,8.0,30.0,1.0,9.0
5.239404,12.0,30.0,1.0,1.0
5.234445,0.0,30.0,1.0,1.0
6.288895,12.0,30.0,1.0,1.0
5.886905,16.0,30.0,1.0,47.0
6.33222,12.0,30.0,1.0,47.0
6.047781,12.0,30.0,1.0,39.0
6.422404,10.0,30.0,1.0,1.0
5.607286,12.0,30.0,1.0,1.0
6.154192,12.0,30.0,1.0,1.0
6.047781,12.0,30.0,1.0,1.0
5.952494,9.0,30.0,1.0,1.0
5.778188,12.0,30.0,1.0,1.0
6.410143,12.0,30.0,1.0,17.0
5.729413,10.0,30.0,1.0,1.0
5.779377,12.0,30.0,1.0,25.0
5.958683,14.0,30.0,1.0,1.0
6.39066,12.0,30.0,1.0,12.0
5.108855,12.0,30.0,1.0,1.0
6.175587,12.0,30.0,1.0,1.0
5.991715,8.0,30.0,1.0,55.0
5.651477,10.0,30.0,1.0,1.0
5.354861,15.0,30.0,1.0,25.0
4.607091,12.0,30.0,1.0,1.0
5.521845,7.0,30.0,1.0,1.0
5.259597,15.0,30.0,1.0,1.0
5.675969,14.0,30.0,1.0,1.0
6.125987,16.0,30.0,1.0,1.0
6.422404,12.0,30.0,1.0,1.0
4.903136,8.0,30.0,1.0,1.0
5.715572,6.0,30.0,1.0,1.0
5.790019,12.0,30.0,1.0,1.0
3.00072,3.0,30.0,1.0,1.0
5.901214,10.0,30.0,1.0,1.0
5.952494,14.0,30.0,1.0,1.0
6.040493,12.0,30.0,1.0,1.0
4.64799,8.0,30.0,1.0,1.0
5.487427,4.0,30.0,1.0,1.0
5.790019,9.0,30.0,1.0,5.0
5.898052,12.0,30.0,1.0,1.0
5.847161,12.0,30.0,1.0,1.0
5.726284,12.0,30.0,1.0,1.0
5.80113,12.0,30.0,1.0,1.0
5.445899,17.0,30.0,1.0,1.0
6.357876,12.0,30.0,1.0,1.0
5.812936,14.0,30.0,1.0,1.0
5.664895,12.0,30.0,1.0,1.0
5.790019,12.0,30.0,1.0,1.0
7.418581,4.0,30.0,1.0,1.0
5.394082,4.0,30.0,1.0,1.0
5.631996,5.0,30.0,1.0,1.0
5.441835,12.0,30.0,1.0,1.0
6.155389,12.0,30.0,1.0,1.0
4.829147,9.0,30.0,1.0,1.0
4.027136,10.0,30.0,1.0,1.0
5.901214,12.0,30.0,1.0,1.0
5.809768,16.0,30.0,1.0,51.0
6.357876,16.0,30.0,1.0,49.0
6.845982,13.0,30.0,1.0,1.0
6.589746,16.0,30.0,1.0,1.0
5.382199,11.0,30.0,1.0,1.0
6.001272,12.0,30.0,1.0,1.0
6.357876,15.0,30.0,1.0,13.0
3.89847,8.0,30.0,1.0,28.0
5.901214,12.0,30.0,1.0,1.0
5.784121,12.0,30.0,1.0,5.0
-0.980829,12.0,30.0,1.0,1.0
5.53635,12.0,30.0,1.0,1.0
6.512002,17.0,30.0,1.0,47.0
6.047781,12.0,30.0,1.0,17.0
5.704199,10.0,30.0,1.0,1.0
5.259597,12.0,30.0,1.0,1.0
5.840474,6.0,30.0,1.0,1.0
5.058815,11.0,30.0,1.0,1.0
5.121557,6.0,30.0,1.0,1.0
6.562145,12.0,30.0,1.0,1.0
5.881754,16.0,30.0,1.0,5.0
5.441835,19.0,30.0,1.0,1.0
5.441835,12.0,30.0,1.0,1.0
6.134774,15.0,30.0,1.0,1.0
5.441835,4.0,30.0,1.0,1.0
5.501651,5.0,30.0,1.0,13.0
4.728918,12.0,30.0,1.0,1.0
5.075799,8.0,30.0,1.0,1.0
5.259597,3.0,30.0,1.0,1.0
6.068025,18.0,30.0,1.0,1.0
5.729413,12.0,30.0,1.0,1.0
5.521845,9.0,30.0,1.0,38.0
4.877836,11.0,30.0,1.0,1.0
6.178383,12.0,30.0,1.0,1.0
5.952494,20.0,30.0,1.0,48.0
6.485369,11.0,30.0,1.0,28.0
5.664895,9.0,30.0,1.0,1.0
6.783957,17.0,30.0,1.0,39.0
6.40316,14.0,30.0,1.0,1.0
6.356208,20.0,30.0,1.0,1.0
6.645516,20.0,30.0,1.0,55.0
5.690428,12.0,30.0,1.0,1.0
5.716205,18.0,30.0,1.0,47.0
5.704103,11.0,30.0,1.0,28.0
6.453171,12.0,30.0,1.0,17.0
6.131444,12.0,30.0,1.0,12.0
6.001272,12.0,30.0,1.0,1.0
4.607667,3.0,30.0,1.0,1.0
6.512002,14.0,30.0,1.0,13.0
5.305677,5.0,30.0,1.0,1.0
5.754707,12.0,30.0,1.0,5.0
5.306321,8.0,30.0,1.0,12.0
5.568418,16.0,30.0,1.0,26.0
6.448311,17.0,30.0,1.0,42.0
4.461699,12.0,30.0,1.0,1.0
5.449338,13.0,30.0,1.0,48.0
5.952494,19.0,30.0,1.0,19.0
5.790019,12.0,30.0,1.0,19.0
6.553961,8.0,30.0,1.0,31.0
5.664895,12.0,30.0,1.0,19.0
6.092223,14.0,30.0,1.0,27.0
5.952494,12.0,30.0,1.0,19.0
5.840474,12.0,30.0,1.0,19.0
5.521845,12.0,30.0,1.0,19.0
6.32398,12.0,30.0,1.0,19.0
5.911682,12.0,30.0,1.0,19.0
5.914282,13.0,30.0,1.0,19.0
5.952494,8.0,30.0,1.0,19.0
4.903136,12.0,30.0,1.0,19.0
5.826964,10.0,30.0,1.0,19.0
5.775208,12.0,30.0,1.0,19.0
6.263636,8.0,30.0,1.0,55.0
5.441835,12.0,30.0,1.0,19.0
6.192245,12.0,30.0,1.0,55.0
5.963925,12.0,30.0,1.0,19.0
5.952494,12.0,30.0,1.0,19.0
5.399293,8.0,30.0,1.0,19.0
5.664895,8.0,30.0,1.0,19.0
5.729413,8.0,30.0,1.0,19.0
5.847161,12.0,30.0,1.0,46.0
6.473194,12.0,30.0,1.0,19.0
6.772134,12.0,30.0,1.0,19.0
5.462446,12.0,30.0,1.0,19.0
6.252534,12.0,30.0,1.0,19.0
7.205078,12.0,30.0,1.0,19.0
5.721257,12.0,30.0,1.0,19.0
5.901214,14.0,30.0,1.0,19.0
5.741831,12.0,30.0,1.0,19.0
5.521845,16.0,30.0,1.0,19.0
5.952494,12.0,30.0,1.0,19.0
5.983015,12.0,30.0,1.0,19.0
6.012162,7.0,30.0,1.0,40.0
6.332562,19.0,30.0,1.0,19.0
5.697022,12.0,30.0,1.0,19.0
6.453171,20.0,30.0,1.0,38.0
5.950727,14.0,30.0,1.0,19.0
6.291391,16.0,30.0,1.0,19.0
6.122712,12.0,30.0,1.0,18.0
5.101858,12.0,30.0,1.0,19.0
7.274,17.0,30.0,1.0,29.0
5.406073,12.0,30.0,1.0,19.0
5.847161,12.0,30.0,1.0,19.0
5.952494,13.0,30.0,1.0,19.0
6.134774,12.0,30.0,1.0,19.0
6.134774,12.0,30.0,1.0,19.0
6.215569,19.0,30.0,1.0,31.0
5.901214,9.0,30.0,1.0,19.0
5.036578,8.0,30.0,1.0,19.0
5.43431,8.0,30.0,1.0,19.0
6.321218,18.0,30.0,1.0,19.0
5.790019,12.0,30.0,1.0,19.0
5.729413,11.0,30.0,1.0,19.0
5.53103,12.0,30.0,1.0,19.0
6.001272,12.0,30.0,1.0,19.0
5.874553,8.0,30.0,1.0,19.0
6.047781,12.0,30.0,1.0,19.0
5.874553,14.0,30.0,1.0,19.0
6.195005,14.0,30.0,1.0,29.0
6.288895,12.0,30.0,1.0,19.0
5.521845,8.0,30.0,1.0,25.0
6.305933,14.0,30.0,1.0,19.0
5.650801,12.0,30.0,1.0,19.0
5.991715,11.0,30.0,1.0,19.0
5.036578,8.0,30.0,1.0,19.0
6.483019,8.0,30.0,1.0,46.0
5.441835,12.0,30.0,1.0,19.0
0.6026332,12.0,30.0,1.0,19.0
5.934843,11.0,30.0,1.0,19.0
5.664895,8.0,30.0,1.0,19.0
5.060219,14.0,30.0,1.0,17.0
6.134774,12.0,30.0,1.0,19.0
6.348348,12.0,30.0,1.0,27.0
6.126557,16.0,30.0,1.0,17.0
6.342764,16.0,30.0,1.0,17.0
6.758965,12.0,30.0,1.0,19.0
6.253274,11.0,30.0,1.0,17.0
6.512002,16.0,30.0,1.0,19.0
5.91433,8.0,30.0,1.0,55.0
5.664895,12.0,30.0,1.0,17.0
5.729413,10.0,30.0,1.0,17.0
5.818998,12.0,30.0,1.0,19.0
5.760175,8.0,30.0,1.0,20.0
5.664895,12.0,30.0,1.0,19.0
5.901214,12.0,30.0,1.0,40.0
5.664895,12.0,30.0,1.0,19.0
5.259597,8.0,30.0,1.0,19.0
6.352864,12.0,30.0,1.0,19.0
5.927259,8.0,30.0,1.0,19.0
6.240238,18.0,30.0,1.0,17.0
5.381757,8.0,30.0,1.0,29.0
5.952494,12.0,30.0,1.0,29.0
5.847161,12.0,30.0,1.0,19.0
5.381757,13.0,30.0,1.0,19.0
6.2148,12.0,30.0,1.0,19.0
6.175587,14.0,30.0,1.0,31.0
4.056789,13.0,30.0,1.0,19.0
5.595926,12.0,30.0,1.0,31.0
6.004124,12.0,30.0,1.0,19.0
4.943701,12.0,30.0,1.0,19.0
5.7632,12.0,30.0,1.0,19.0
5.847161,12.0,30.0,1.0,20.0
4.477118,8.0,30.0,1.0,20.0
5.276445,12.0,30.0,1.0,8.0
5.901214,13.0,30.0,1.0,20.0
7.354042,12.0,30.0,1.0,8.0
5.595926,9.0,30.0,1.0,20.0
6.175587,6.0,30.0,1.0,5.0
5.559572,12.0,30.0,1.0,20.0
6.431734,12.0,30.0,1.0,20.0
5.481056,12.0,30.0,1.0,48.0
5.809455,20.0,30.0,1.0,20.0
5.952494,16.0,30.0,1.0,20.0
6.039568,8.0,30.0,1.0,29.0
5.664895,12.0,30.0,1.0,20.0
5.521845,12.0,30.0,1.0,20.0
5.360299,12.0,30.0,1.0,20.0
5.992089,6.0,30.0,1.0,20.0
6.267602,14.0,30.0,1.0,26.0
5.865323,12.0,30.0,1.0,6.0
5.595926,9.0,30.0,1.0,20.0
5.790019,12.0,30.0,1.0,40.0
6.645516,10.0,30.0,1.0,31.0
6.099154,12.0,30.0,1.0,31.0
6.047781,7.0,30.0,1.0,20.0
6.001272,12.0,30.0,1.0,29.0
6.043226,12.0,30.0,1.0,5.0
5.942446,12.0,30.0,1.0,20.0
5.521845,12.0,30.0,1.0,40.0
5.521845,12.0,30.0,1.0,17.0
4.519673,12.0,30.0,1.0,5.0
7.274,16.0,30.0,1.0,4.0
5.441835,12.0,30.0,1.0,42.0
6.357876,12.0,30.0,1.0,19.0
6.483019,12.0,30.0,1.0,18.0
5.847161,12.0,30.0,1.0,20.0
6.512002,2.0,30.0,1.0,26.0
5.664895,12.0,30.0,1.0,29.0
5.175171,8.0,30.0,1.0,20.0
5.729413,12.0,30.0,1.0,20.0
5.441835,8.0,30.0,1.0,20.0
4.907275,12.0,30.0,1.0,20.0
5.456717,11.0,30.0,1.0,40.0
5.927259,9.0,30.0,1.0,20.0
5.664895,14.0,30.0,1.0,20.0
5.729413,12.0,30.0,1.0,20.0
6.288895,12.0,30.0,1.0,20.0
5.521961,9.0,30.0,1.0,29.0
3.69511,12.0,30.0,1.0,20.0
7.274,12.0,30.0,1.0,31.0
6.717828,12.0,30.0,1.0,29.0
5.259597,19.0,30.0,1.0,20.0
5.868798,12.0,30.0,1.0,29.0
6.963936,15.0,30.0,1.0,20.0
5.716818,12.0,30.0,1.0,20.0
6.357876,16.0,30.0,1.0,20.0
5.98156,12.0,30.0,1.0,6.0
5.473171,12.0,30.0,1.0,29.0
4.096426,12.0,30.0,1.0,20.0
5.940445,12.0,30.0,1.0,20.0
5.327781,8.0,30.0,1.0,20.0
6.327765,12.0,30.0,1.0,20.0
5.58876,12.0,30.0,1.0,20.0
5.52223,10.0,30.0,1.0,20.0
5.279015,12.0,30.0,1.0,20.0
5.729413,16.0,30.0,1.0,20.0
6.049597,12.0,30.0,1.0,20.0
5.664895,11.0,30.0,1.0,20.0
3.573048,12.0,30.0,1.0,20.0
5.441835,16.0,30.0,1.0,20.0
6.254021,12.0,30.0,1.0,20.0
4.201489,10.0,30.0,1.0,20.0
5.729413,12.0,30.0,1.0,29.0
6.058179,11.0,30.0,1.0,20.0
6.308313,12.0,30.0,1.0,20.0
6.2148,12.0,30.0,1.0,20.0
4.996536,5.0,30.0,1.0,20.0
6.460416,12.0,30.0,1.0,49.0
5.999366,8.0,30.0,1.0,17.0
5.664895,11.0,30.0,1.0,17.0
4.843202,10.0,30.0,1.0,17.0
6.645516,17.0,30.0,1.0,17.0
5.992089,12.0,30.0,1.0,40.0
5.942446,12.0,30.0,1.0,17.0
5.952494,12.0,30.0,1.0,17.0
6.175587,12.0,30.0,1.0,17.0
5.521845,12.0,30.0,1.0,38.0
6.446178,10.0,30.0,1.0,55.0
6.001272,16.0,30.0,1.0,17.0
6.294843,12.0,30.0,1.0,17.0
3.63264,13.0,30.0,1.0,5.0
6.320219,16.0,30.0,1.0,55.0
5.992185,12.0,30.0,1.0,54.0
6.422404,12.0,30.0,1.0,17.0
5.866579,12.0,30.0,1.0,55.0
6.087867,12.0,30.0,1.0,17.0
5.521877,13.0,30.0,1.0,31.0
6.374402,15.0,30.0,1.0,17.0
4.621384,0.0,30.0,1.0,17.0
6.173994,10.0,30.0,1.0,17.0
5.947483,12.0,30.0,1.0,17.0
5.8095,17.0,30.0,1.0,29.0
6.453171,12.0,30.0,1.0,17.0
6.263636,12.0,30.0,1.0,47.0
5.77222,8.0,30.0,1.0,17.0
5.430104,12.0,30.0,1.0,17.0
5.972292,11.0,30.0,1.0,21.0
6.035435,10.0,30.0,1.0,17.0
6.316262,13.0,30.0,1.0,20.0
6.594229,20.0,30.0,1.0,19.0
6.109525,12.0,30.0,1.0,17.0
5.952494,13.0,30.0,1.0,17.0
5.870062,8.0,30.0,1.0,17.0
5.952494,12.0,30.0,1.0,18.0
5.947483,12.0,30.0,1.0,17.0
5.664895,15.0,30.0,1.0,25.0
6.397096,12.0,30.0,1.0,17.0
5.752878,13.0,30.0,1.0,17.0
5.869677,12.0,30.0,1.0,17.0
5.790019,12.0,30.0,1.0,18.0
6.842909,16.0,30.0,1.0,17.0
5.700251,14.0,30.0,1.0,17.0
6.540169,16.0,30.0,1.0,17.0
5.971912,12.0,30.0,1.0,17.0
5.852015,12.0,30.0,1.0,17.0
5.85829,8.0,30.0,1.0,17.0
6.347827,12.0,30.0,1.0,17.0
6.175587,11.0,30.0,1.0,1.0
6.214808,12.0,30.0,1.0,17.0
6.47712,12.0,30.0,1.0,21.0
6.19067,17.0,30.0,1.0,55.0
5.521845,6.0,30.0,1.0,17.0
6.179579,14.0,30.0,1.0,17.0
6.512002,12.0,30.0,1.0,17.0
6.167154,12.0,30.0,1.0,31.0
6.192362,12.0,30.0,1.0,19.0
6.012317,12.0,30.0,1.0,17.0
5.952494,12.0,30.0,1.0,27.0
4.954607,16.0,30.0,1.0,39.0
6.241362,18.0,30.0,1.0,17.0
5.981256,12.0,30.0,1.0,17.0
6.317061,12.0,30.0,1.0,19.0
5.887972,12.0,30.0,1.0,17.0
6.414877,12.0,30.0,1.0,17.0
6.134774,12.0,30.0,1.0,19.0
5.35953,11.0,30.0,1.0,17.0
6.288895,9.0,30.0,1.0,20.0
5.729413,12.0,30.0,1.0,17.0
5.847161,13.0,30.0,1.0,19.0
6.512002,16.0,30.0,1.0,19.0
5.878328,12.0,30.0,1.0,17.0
2.100845,12.0,30.0,1.0,17.0
5.849442,12.0,30.0,1.0,17.0
6.288895,12.0,30.0,1.0,17.0
6.175587,12.0,30.0,1.0,17.0
4.384524,8.0,30.0,1.0,17.0
5.923587,12.0,30.0,1.0,17.0
6.055477,12.0,30.0,1.0,17.0
5.952494,14.0,30.0,1.0,17.0
6.594229,19.0,30.0,1.0,42.0
5.454252,8.0,30.0,1.0,17.0
6.086556,12.0,30.0,1.0,17.0
6.540169,12.0,30.0,1.0,26.0
6.013104,12.0,30.0,1.0,17.0
6.288895,12.0,30.0,1.0,17.0
5.036578,15.0,30.0,1.0,17.0
5.684691,12.0,30.0,1.0,17.0
6.001272,9.0,30.0,1.0,17.0
5.92667,10.0,30.0,1.0,17.0
5.697029,9.0,30.0,1.0,17.0
5.963651,8.0,30.0,1.0,17.0
5.890634,12.0,30.0,1.0,17.0
6.320219,14.0,30.0,1.0,17.0
5.991715,12.0,30.0,1.0,17.0
5.359883,11.0,30.0,1.0,18.0
6.092223,14.0,30.0,1.0,17.0
5.847161,9.0,30.0,1.0,17.0
6.725684,12.0,30.0,1.0,17.0
5.75476,12.0,30.0,1.0,17.0
6.049597,12.0,30.0,1.0,17.0
6.986932,12.0,30.0,1.0,17.0
5.462446,17.0,30.0,1.0,17.0
